Repository	Tag	# of Vuls Originally	# of Vuls after Fix	Initial Audit	After i package-lock	After audit fix
d3	v6.6.0	0	0	No Vul	No Vul	No Vul
d3	v6.6.1	0	0	No Vul	No Vul	No Vul
d3	v6.6.2	0	0	No Vul	No Vul	No Vul
d3	v6.7.0	0	0	No Vul	No Vul	No Vul
d3	v7.0.0	0	0	ERR	No Vul (Changed)	No Vul
sharp	v0.28.0	2	2	Vul Found	Vul Found	Vul Found
sharp	v0.28.0-beta1	2	2	Vul Found	Vul Found	Vul Found
sharp	v0.28.1	2	2	Vul Found	Vul Found	Vul Found
sharp	v0.28.2	2	2	Vul Found	Vul Found	Vul Found
sharp	v0.28.3	2	2	ERR	Vul Found (Changed)	Vul Found
webpackdevmiddleware	v4.0.4	0	0	No Vul	No Vul	No Vul
webpackdevmiddleware	v4.1.0	0	0	No Vul	No Vul	No Vul
webpackdevmiddleware	v4.2.0	0	0	No Vul	No Vul	No Vul
webpackdevmiddleware	v4.3.0	0	0	No Vul	No Vul	No Vul
webpackdevmiddleware	v5.0.0	0	0	ERR	No Vul (Changed)	No Vul
lodashisplainobject	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashisplainobject	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashisplainobject	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashisplainobject	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashisplainobject	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
lodashuniq	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashuniq	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashuniq	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashuniq	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashuniq	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
lodashisfunction	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashisfunction	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashisfunction	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashisfunction	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashisfunction	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
lodashisstring	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashisstring	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashisstring	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashisstring	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashisstring	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
lodashisempty	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashisempty	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashisempty	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashisempty	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashisempty	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
lodashmap	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashmap	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashmap	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashmap	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashmap	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
lodashforeach	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashforeach	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashforeach	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashforeach	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashforeach	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
lodashflatten	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashflatten	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashflatten	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashflatten	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashflatten	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
lodashisobject	4.17.20	15	15	Vul Found	Vul Found	Vul Found
lodashisobject	4.17.20-es	15	15	Vul Found	Vul Found	Vul Found
lodashisobject	4.17.21	23	15	Vul Found	Vul Found	Vul Found
lodashisobject	4.17.21-es	15	15	Vul Found	Vul Found	Vul Found
lodashisobject	4.17.21-npm	15	15	Vul Found	Vul Found	Vul Found
reactrouter	v0.0.0-experimental-b1ff171f	-	-	ERR	ERR	ERR
reactrouter	v0.0.0-experimental-ffd8c7d0	-	-	ERR	ERR	ERR
reactrouter	v5.2.0	-	-	ERR	ERR	ERR
reactrouter	v6.0.0-alpha.5	-	-	ERR	ERR	ERR
reactrouter	v6.0.0-beta.0	-	-	ERR	ERR	ERR
recast	v0.20.1	-	-	ERR	ERR	ERR
recast	v0.20.2	-	-	ERR	ERR	ERR
recast	v0.20.3	-	-	ERR	ERR	ERR
recast	v0.20.4	-	-	ERR	ERR	ERR
recast	v0.20.5	-	-	ERR	ERR	ERR
browsersync	v2.27.1	0	0	No Vul	No Vul	No Vul
browsersync	v2.27.2	0	0	No Vul	No Vul	No Vul
browsersync	v2.27.3	0	0	No Vul	No Vul	No Vul
browsersync	v2.27.4	0	0	No Vul	No Vul	No Vul
browsersync	v2.27.5	0	0	ERR	No Vul (Changed)	No Vul
mathjs	v9.4.0	3	3	Vul Found	Vul Found	Vul Found
mathjs	v9.4.1	3	3	Vul Found	Vul Found	Vul Found
mathjs	v9.4.2	3	3	Vul Found	Vul Found	Vul Found
mathjs	v9.4.3	3	3	Vul Found	Vul Found	Vul Found
mathjs	v9.4.4	3	3	Vul Found	Vul Found	Vul Found
rollup	v2.53.3	0	0	No Vul	No Vul	No Vul
rollup	v2.54.0	0	0	No Vul	No Vul	No Vul
rollup	v2.55.0	0	0	No Vul	No Vul	No Vul
rollup	v2.55.1	0	0	No Vul	No Vul	No Vul
rollup	v2.56.0	0	0	No Vul	No Vul	No Vul
connect	3.6.3	13	13	Vul Found	Vul Found	Vul Found
connect	3.6.4	13	13	Vul Found	Vul Found	Vul Found
connect	3.6.5	13	13	Vul Found	Vul Found	Vul Found
connect	3.6.6	2	13	Vul Found	Vul Found	Vul Found
connect	3.7.0	2	2	ERR	Vul Found (Changed)	Vul Found
stylelint	13.10.0	0	0	No Vul	No Vul	No Vul
stylelint	13.11.0	0	0	No Vul	No Vul	No Vul
stylelint	13.12.0	0	0	No Vul	No Vul	No Vul
stylelint	13.13.0	0	0	No Vul	No Vul	No Vul
stylelint	13.13.1	8	0	Vul Found	Vul Found	No Vul (Changed)
pouchdb	7.0.0	1	1	Vul Found	Vul Found	Vul Found
pouchdb	7.1.1	1	1	Vul Found	Vul Found	Vul Found
pouchdb	7.2.1	1	1	Vul Found	Vul Found	Vul Found
pouchdb	7.2.2	28	1	Vul Found	Vul Found	Vul Found
pouchdb	untagged-284e82356fa074b3c011	1	1	Vul Found	Vul Found	Vul Found
express	4.16.4	4	4	Vul Found	Vul Found	Vul Found
express	4.17.0	4	4	Vul Found	Vul Found	Vul Found
express	4.17.1	4	4	Vul Found	Vul Found	Vul Found
express	5.0.0-alpha.7	4	4	Vul Found	Vul Found	Vul Found
express	5.0.0-alpha.8	4	4	ERR	Vul Found (Changed)	Vul Found
apollocacheinmemory	v3.4.2	-	-	ERR	ERR	ERR
apollocacheinmemory	v3.4.3	-	-	ERR	ERR	ERR
apollocacheinmemory	v3.4.4	-	-	ERR	ERR	ERR
apollocacheinmemory	v3.5.0-beta.2	-	-	ERR	ERR	ERR
apollocacheinmemory	v3.5.0-beta.3	-	-	ERR	ERR	ERR
npm	v6.14.14	1	1	Vul Found	Vul Found	Vul Found
npm	v7.20.0	1	1	Vul Found	Vul Found	Vul Found
npm	v7.20.1	1	1	Vul Found	Vul Found	Vul Found
npm	v7.20.2	1	1	Vul Found	Vul Found	Vul Found
npm	v7.20.3	0	0	No Vul	No Vul	No Vul
